mavpackettype,time_usec,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,abs_pressure,diff_pressure,pressure_alt,temperature,fields_updated,id,time_boot_ms,q1,q2,q3,q4,rollspeed,pitchspeed,yawspeed,repr_offset_q,x,y,z,vx,vy,vz,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible,alt_ellipsoid,h_acc,v_acc,vel_acc,hdg_acc,yaw,type,autopilot,base_mode,custom_mode,system_status,mavlink_version,data
HIGHRES_IMU,45250006,0.12803280353546143,-0.2791839838027954,0.9478039145469666,-10.589922904968262,-2.8229620456695557,85.07034301757812,0.24862492084503174,-0.31753623485565186,-0.5878424644470215,0.0,0.0,0.0,-2192.0,0,0,45199,-0.733047366142273,-0.08603259176015854,-0.034807249903678894,-0.6738162636756897,0.02103961445391178,0.2037380486726761,1.3563894033432007,"[0.0, 0.0, 0.0, 0.0]",-0.7960589528083801,1.2001968622207642,0.0,0.09940995275974274,0.9906376004219055,0.0,3,369631006,-1220337805,0,65535,65535,122,4290,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,45250006,0.12803280353546143,-0.2791839838027954,0.9478039145469666,-10.589922904968262,-2.8229620456695557,85.07034301757812,0.24862492084503174,-0.31753623485565186,-0.5878424644470215,0.0,0.0,0.0,-2192.0,0,0,45250,-0.7046273350715637,-0.0904632955789566,-0.05091177672147751,-0.7019435167312622,-0.18482902646064758,-0.04926998168230057,1.4847575426101685,"[0.0, 0.0, 0.0, 0.0]",-0.7960589528083801,1.2001968622207642,0.0,0.09940995275974274,0.9906376004219055,0.0,3,369631006,-1220337805,0,65535,65535,122,4290,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,45250006,0.12803280353546143,-0.2791839838027954,0.9478039145469666,-10.589922904968262,-2.8229620456695557,85.07034301757812,0.24862492084503174,-0.31753623485565186,-0.5878424644470215,0.0,0.0,0.0,-2192.0,0,0,45250,-0.7046273350715637,-0.0904632955789566,-0.05091177672147751,-0.7019435167312622,-0.18482902646064758,-0.04926998168230057,1.4847575426101685,"[0.0, 0.0, 0.0, 0.0]",-0.7934950590133667,1.2505768537521362,0.0,0.0188420619815588,1.0255860090255737,0.0,3,369631006,-1220337805,0,65535,65535,122,4290,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
GPS_RAW_INT,45261002,0.12803280353546143,-0.2791839838027954,0.9478039145469666,-10.589922904968262,-2.8229620456695557,85.07034301757812,0.24862492084503174,-0.31753623485565186,-0.5878424644470215,0.0,0.0,0.0,-2192.0,0,0,45250,-0.7046273350715637,-0.0904632955789566,-0.05091177672147751,-0.7019435167312622,-0.18482902646064758,-0.04926998168230057,1.4847575426101685,"[0.0, 0.0, 0.0, 0.0]",-0.7934950590133667,1.2505768537521362,0.0,0.0188420619815588,1.0255860090255737,0.0,3,369631016,-1220337806,0,65535,65535,113,3127,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,45301003,0.023253340274095535,0.20830672979354858,1.007890224456787,-11.734366416931152,-3.2502212524414062,80.6756820678711,0.23162615299224854,-0.3840296268463135,-0.7011697292327881,0.0,0.0,0.0,-2112.0,0,0,45250,-0.7046273350715637,-0.0904632955789566,-0.05091177672147751,-0.7019435167312622,-0.18482902646064758,-0.04926998168230057,1.4847575426101685,"[0.0, 0.0, 0.0, 0.0]",-0.7934950590133667,1.2505768537521362,0.0,0.0188420619815588,1.0255860090255737,0.0,3,369631016,-1220337806,0,65535,65535,113,3127,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,45301003,0.023253340274095535,0.20830672979354858,1.007890224456787,-11.734366416931152,-3.2502212524414062,80.6756820678711,0.23162615299224854,-0.3840296268463135,-0.7011697292327881,0.0,0.0,0.0,-2112.0,0,0,45301,-0.6755596995353699,-0.08440382778644562,-0.05009451508522034,-0.7307431697845459,-0.20480333268642426,-0.05672706291079521,1.4080562591552734,"[0.0, 0.0, 0.0, 0.0]",-0.7934950590133667,1.2505768537521362,0.0,0.0188420619815588,1.0255860090255737,0.0,3,369631016,-1220337806,0,65535,65535,113,3127,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,45301003,0.023253340274095535,0.20830672979354858,1.007890224456787,-11.734366416931152,-3.2502212524414062,80.6756820678711,0.23162615299224854,-0.3840296268463135,-0.7011697292327881,0.0,0.0,0.0,-2112.0,0,0,45301,-0.6755596995353699,-0.08440382778644562,-0.05009451508522034,-0.7307431697845459,-0.20480333268642426,-0.05672706291079521,1.4080562591552734,"[0.0, 0.0, 0.0, 0.0]",-0.7950918674468994,1.3014742136001587,0.0,-0.06452938914299011,0.9925151467323303,0.0,3,369631016,-1220337806,0,65535,65535,113,3127,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,45352006,-0.023268017917871475,0.004370000213384628,1.279590129852295,5.798516750335693,6.3478498458862305,79.9737548828125,0.27708160877227783,-0.41425275802612305,-0.6501775979995728,0.0,0.0,0.0,-2112.0,0,0,45301,-0.6755596995353699,-0.08440382778644562,-0.05009451508522034,-0.7307431697845459,-0.20480333268642426,-0.05672706291079521,1.4080562591552734,"[0.0, 0.0, 0.0, 0.0]",-0.7950918674468994,1.3014742136001587,0.0,-0.06452938914299011,0.9925151467323303,0.0,3,369631016,-1220337806,0,65535,65535,113,3127,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,45352006,-0.023268017917871475,0.004370000213384628,1.279590129852295,5.798516750335693,6.3478498458862305,79.9737548828125,0.27708160877227783,-0.41425275802612305,-0.6501775979995728,0.0,0.0,0.0,-2112.0,0,0,45352,-0.6448951363563538,-0.08828019350767136,-0.042609620839357376,-0.7579585909843445,0.10120321065187454,0.11079087853431702,1.3958053588867188,"[0.0, 0.0, 0.0, 0.0]",-0.7950918674468994,1.3014742136001587,0.0,-0.06452938914299011,0.9925151467323303,0.0,3,369631016,-1220337806,0,65535,65535,113,3127,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,45352006,-0.023268017917871475,0.004370000213384628,1.279590129852295,5.798516750335693,6.3478498458862305,79.9737548828125,0.27708160877227783,-0.41425275802612305,-0.6501775979995728,0.0,0.0,0.0,-2112.0,0,0,45352,-0.6448951363563538,-0.08828019350767136,-0.042609620839357376,-0.7579585909843445,0.10120321065187454,0.11079087853431702,1.3958053588867188,"[0.0, 0.0, 0.0, 0.0]",-0.8005579113960266,1.349927544593811,0.0,-0.13989634811878204,0.9595494866371155,0.0,3,369631016,-1220337806,0,65535,65535,113,3127,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
GPS_RAW_INT,45362006,-0.023268017917871475,0.004370000213384628,1.279590129852295,5.798516750335693,6.3478498458862305,79.9737548828125,0.27708160877227783,-0.41425275802612305,-0.6501775979995728,0.0,0.0,0.0,-2112.0,0,0,45352,-0.6448951363563538,-0.08828019350767136,-0.042609620839357376,-0.7579585909843445,0.10120321065187454,0.11079087853431702,1.3958053588867188,"[0.0, 0.0, 0.0, 0.0]",-0.8005579113960266,1.349927544593811,0.0,-0.13989634811878204,0.9595494866371155,0.0,3,369631025,-1220337801,0,65535,65535,115,2657,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,45403425,-0.17995911836624146,-0.09250828623771667,1.1494226455688477,0.9155552983283997,3.8911099433898926,86.97775268554688,0.27008235454559326,-0.40754854679107666,-0.6569603681564331,0.0,0.0,0.0,-2112.0,0,0,45352,-0.6448951363563538,-0.08828019350767136,-0.042609620839357376,-0.7579585909843445,0.10120321065187454,0.11079087853431702,1.3958053588867188,"[0.0, 0.0, 0.0, 0.0]",-0.8005579113960266,1.349927544593811,0.0,-0.13989634811878204,0.9595494866371155,0.0,3,369631025,-1220337801,0,65535,65535,115,2657,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,45403425,-0.17995911836624146,-0.09250828623771667,1.1494226455688477,0.9155552983283997,3.8911099433898926,86.97775268554688,0.27008235454559326,-0.40754854679107666,-0.6569603681564331,0.0,0.0,0.0,-2112.0,0,0,45403,-0.6067127585411072,-0.0857449471950531,-0.04585134983062744,-0.7889519929885864,0.015979453921318054,0.06791268289089203,1.5180481672286987,"[0.0, 0.0, 0.0, 0.0]",-0.8005579113960266,1.349927544593811,0.0,-0.13989634811878204,0.9595494866371155,0.0,3,369631025,-1220337801,0,65535,65535,115,2657,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,45403425,-0.17995911836624146,-0.09250828623771667,1.1494226455688477,0.9155552983283997,3.8911099433898926,86.97775268554688,0.27008235454559326,-0.40754854679107666,-0.6569603681564331,0.0,0.0,0.0,-2112.0,0,0,45404,-0.6067127585411072,-0.0857449471950531,-0.04585134983062744,-0.7889519929885864,0.015979453921318054,0.06791268289089203,1.5180481672286987,"[0.0, 0.0, 0.0, 0.0]",-0.8122504949569702,1.4071089029312134,0.0,-0.23811574280261993,0.9621131420135498,0.0,3,369631025,-1220337801,0,65535,65535,115,2657,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,45454004,-0.8092690706253052,0.16109752655029297,0.9128421545028687,-2.090517997741699,8.590960502624512,86.85567474365234,0.28086423873901367,-0.46087753772735596,-0.7018430233001709,0.0,0.0,0.0,-2144.0,0,0,45404,-0.6067127585411072,-0.0857449471950531,-0.04585134983062744,-0.7889519929885864,0.015979453921318054,0.06791268289089203,1.5180481672286987,"[0.0, 0.0, 0.0, 0.0]",-0.8122504949569702,1.4071089029312134,0.0,-0.23811574280261993,0.9621131420135498,0.0,3,369631025,-1220337801,0,65535,65535,115,2657,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,45454004,-0.8092690706253052,0.16109752655029297,0.9128421545028687,-2.090517997741699,8.590960502624512,86.85567474365234,0.28086423873901367,-0.46087753772735596,-0.7018430233001709,0.0,0.0,0.0,-2144.0,0,0,45454,-0.5723202228546143,-0.08877965062856674,-0.054836664348840714,-0.8133638501167297,-0.0364864207804203,0.14994055032730103,1.5159175395965576,"[0.0, 0.0, 0.0, 0.0]",-0.8122504949569702,1.4071089029312134,0.0,-0.23811574280261993,0.9621131420135498,0.0,3,369631025,-1220337801,0,65535,65535,115,2657,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,45454004,-0.8092690706253052,0.16109752655029297,0.9128421545028687,-2.090517997741699,8.590960502624512,86.85567474365234,0.28086423873901367,-0.46087753772735596,-0.7018430233001709,0.0,0.0,0.0,-2144.0,0,0,45454,-0.5723202228546143,-0.08877965062856674,-0.054836664348840714,-0.8133638501167297,-0.0364864207804203,0.14994055032730103,1.5159175395965576,"[0.0, 0.0, 0.0, 0.0]",-0.8268804550170898,1.455655574798584,0.0,-0.3212903141975403,0.9492136240005493,0.0,3,369631025,-1220337801,0,65535,65535,115,2657,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
GPS_RAW_INT,45463439,-0.8092690706253052,0.16109752655029297,0.9128421545028687,-2.090517997741699,8.590960502624512,86.85567474365234,0.28086423873901367,-0.46087753772735596,-0.7018430233001709,0.0,0.0,0.0,-2144.0,0,0,45454,-0.5723202228546143,-0.08877965062856674,-0.054836664348840714,-0.8133638501167297,-0.0364864207804203,0.14994055032730103,1.5159175395965576,"[0.0, 0.0, 0.0, 0.0]",-0.8268804550170898,1.455655574798584,0.0,-0.3212903141975403,0.9492136240005493,0.0,3,369631036,-1220337803,0,65535,65535,119,2012,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,45505004,-0.10239731520414352,0.1611567884683609,0.7294122576713562,-11.627552032470703,3.769035816192627,86.04693603515625,0.31195735931396484,-0.49807536602020264,-0.5855016708374023,0.0,0.0,0.0,-2160.0,0,0,45454,-0.5723202228546143,-0.08877965062856674,-0.054836664348840714,-0.8133638501167297,-0.0364864207804203,0.14994055032730103,1.5159175395965576,"[0.0, 0.0, 0.0, 0.0]",-0.8268804550170898,1.455655574798584,0.0,-0.3212903141975403,0.9492136240005493,0.0,3,369631036,-1220337803,0,65535,65535,119,2012,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,45505004,-0.10239731520414352,0.1611567884683609,0.7294122576713562,-11.627552032470703,3.769035816192627,86.04693603515625,0.31195735931396484,-0.49807536602020264,-0.5855016708374023,0.0,0.0,0.0,-2160.0,0,0,45505,-0.5387440919876099,-0.08668158203363419,-0.0653313621878624,-0.8354477286338806,-0.20293906331062317,0.0657820850610733,1.5018023252487183,"[0.0, 0.0, 0.0, 0.0]",-0.8268804550170898,1.455655574798584,0.0,-0.3212903141975403,0.9492136240005493,0.0,3,369631036,-1220337803,0,65535,65535,119,2012,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,45505004,-0.10239731520414352,0.1611567884683609,0.7294122576713562,-11.627552032470703,3.769035816192627,86.04693603515625,0.31195735931396484,-0.49807536602020264,-0.5855016708374023,0.0,0.0,0.0,-2160.0,0,0,45505,-0.5387440919876099,-0.08668158203363419,-0.0653313621878624,-0.8354477286338806,-0.20293906331062317,0.0657820850610733,1.5018023252487183,"[0.0, 0.0, 0.0, 0.0]",-0.8449219465255737,1.5013452768325806,0.0,-0.38597390055656433,0.8924366235733032,0.0,3,369631036,-1220337803,0,65535,65535,119,2012,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
HIGHRES_IMU,45556003,0.26084592938423157,0.058101121336221695,0.9072175621986389,4.013184070587158,7.6601457595825195,85.74175262451172,0.13642901182174683,-0.5283846855163574,-0.6182791590690613,0.0,0.0,0.0,-2208.0,0,0,45505,-0.5387440919876099,-0.08668158203363419,-0.0653313621878624,-0.8354477286338806,-0.20293906331062317,0.0657820850610733,1.5018023252487183,"[0.0, 0.0, 0.0, 0.0]",-0.8449219465255737,1.5013452768325806,0.0,-0.38597390055656433,0.8924366235733032,0.0,3,369631036,-1220337803,0,65535,65535,119,2012,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
ATTITUDE_QUATERNION,45556003,0.26084592938423157,0.058101121336221695,0.9072175621986389,4.013184070587158,7.6601457595825195,85.74175262451172,0.13642901182174683,-0.5283846855163574,-0.6182791590690613,0.0,0.0,0.0,-2208.0,0,0,45556,-0.5033465027809143,-0.08115074038505554,-0.07317208498716354,-0.8571479916572571,0.07004327327013016,0.13369476795196533,1.4964759349822998,"[0.0, 0.0, 0.0, 0.0]",-0.8449219465255737,1.5013452768325806,0.0,-0.38597390055656433,0.8924366235733032,0.0,3,369631036,-1220337803,0,65535,65535,119,2012,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
LOCAL_POSITION_NED,45556003,0.26084592938423157,0.058101121336221695,0.9072175621986389,4.013184070587158,7.6601457595825195,85.74175262451172,0.13642901182174683,-0.5283846855163574,-0.6182791590690613,0.0,0.0,0.0,-2208.0,0,0,45556,-0.5033465027809143,-0.08115074038505554,-0.07317208498716354,-0.8571479916572571,0.07004327327013016,0.13369476795196533,1.4964759349822998,"[0.0, 0.0, 0.0, 0.0]",-0.8663146495819092,1.5448204278945923,0.0,-0.4566574990749359,0.8534159660339355,0.0,3,369631036,-1220337803,0,65535,65535,119,2012,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
GPS_RAW_INT,45564005,0.26084592938423157,0.058101121336221695,0.9072175621986389,4.013184070587158,7.6601457595825195,85.74175262451172,0.13642901182174683,-0.5283846855163574,-0.6182791590690613,0.0,0.0,0.0,-2208.0,0,0,45556,-0.5033465027809143,-0.08115074038505554,-0.07317208498716354,-0.8571479916572571,0.07004327327013016,0.13369476795196533,1.4964759349822998,"[0.0, 0.0, 0.0, 0.0]",-0.8663146495819092,1.5448204278945923,0.0,-0.4566574990749359,0.8534159660339355,0.0,3,369631048,-1220337806,0,65535,65535,119,1285,255,0,0,0,0,0,0,10,0,192,0,3,3,"array('B', [253, 60, 0, 0, 0, 185, 1, 1, 105, 0, 0, 162, 167, 177, 1, 0, 0, 0, 0, 106, 255, 60, 189, 0, 163, 118, 187, 222, 102, 128, 63, 56, 65, 156, 61, 213, 97, 106, 63, 182, 193, 90, 190, 64, 53, 235, 62, 28, 64, 193, 190, 192, 225, 16, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 197, 77])"
