mavpackettype,time_usec,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible,alt_ellipsoid,h_acc,v_acc,vel_acc,hdg_acc,yaw,time_boot_ms,port,chan1_raw,chan2_raw,chan3_raw,chan4_raw,chan5_raw,chan6_raw,chan7_raw,chan8_raw,rssi,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,id,temperature,chan1_scaled,chan2_scaled,chan3_scaled,chan4_scaled,chan5_scaled,chan6_scaled,chan7_scaled,chan8_scaled,type,autopilot,base_mode,custom_mode,system_status,mavlink_version
RAW_IMU,138431144,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138431,0,172,992,829,947,172,172,172,1811,255,-11096,-250,23352,-275,555,-595,-41,-75,-353,0,944,-559,-467,5,1363,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138431144,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138431,1,172,992,829,947,172,172,172,1811,255,-11096,-250,23352,-275,555,-595,-41,-75,-353,0,944,-648,-487,28,1388,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138431144,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138451,0,172,992,829,963,172,172,172,1811,255,-11096,-250,23352,-275,555,-595,-41,-75,-353,0,944,-648,-487,28,1388,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138451142,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138451,0,172,992,829,963,172,172,172,1811,255,-1836,437,12885,-498,-44,-923,-27,-78,-352,0,896,-648,-487,28,1388,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138451142,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138451,1,172,992,829,963,172,172,172,1811,255,-1836,437,12885,-498,-44,-923,-27,-78,-352,0,896,-609,-527,18,1427,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138451142,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138471,0,172,992,829,978,172,172,172,1811,255,-1836,437,12885,-498,-44,-923,-27,-78,-352,0,896,-609,-527,18,1427,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138471145,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138471,0,172,992,829,978,172,172,172,1811,255,-3878,5194,23869,-76,601,-425,-44,-72,-314,0,880,-609,-527,18,1427,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138471145,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138471,1,172,992,829,978,172,172,172,1811,255,-3878,5194,23869,-76,601,-425,-44,-72,-314,0,880,-513,-606,17,1463,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138471145,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138491,0,172,992,832,982,172,172,172,1811,255,-3878,5194,23869,-76,601,-425,-44,-72,-314,0,880,-513,-606,17,1463,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138491144,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138491,0,172,992,832,982,172,172,172,1811,255,1500,-3051,9770,123,68,-620,-31,-70,-318,0,832,-513,-606,17,1463,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138491144,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138491,1,172,992,832,982,172,172,172,1811,255,1500,-3051,9770,123,68,-620,-31,-70,-318,0,832,-447,-611,17,1500,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138491144,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138511,0,172,992,844,984,172,172,172,1811,255,1500,-3051,9770,123,68,-620,-31,-70,-318,0,832,-447,-611,17,1500,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138511143,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138511,0,172,992,844,984,172,172,172,1811,255,716,903,29452,-244,-139,-382,-54,-67,-311,0,800,-447,-611,17,1500,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138511143,3,369931868,-1220604668,0,65535,65535,76,21125,255,0,0,0,0,0,0,138511,1,172,992,844,984,172,172,172,1811,255,716,903,29452,-244,-139,-382,-54,-67,-311,0,800,-399,-529,21,1537,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,138520006,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138511,1,172,992,844,984,172,172,172,1811,255,716,903,29452,-244,-139,-382,-54,-67,-311,0,800,-399,-529,21,1537,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138520006,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138531,0,172,992,859,985,172,172,172,1811,255,716,903,29452,-244,-139,-382,-54,-67,-311,0,800,-399,-529,21,1537,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138531146,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138531,0,172,992,859,985,172,172,172,1811,255,-2883,-3552,5536,75,229,-2,-70,-75,-299,0,912,-399,-529,21,1537,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138531146,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138531,1,172,992,859,985,172,172,172,1811,255,-2883,-3552,5536,75,229,-2,-70,-75,-299,0,912,-417,-457,17,1569,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138531146,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138551,0,172,992,872,988,172,172,172,1811,255,-2883,-3552,5536,75,229,-2,-70,-75,-299,0,912,-417,-457,17,1569,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138551151,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138551,0,172,992,872,988,172,172,172,1811,255,-3920,-2962,26874,109,-163,-337,-66,-73,-322,0,880,-417,-457,17,1569,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138551151,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138551,1,172,992,872,988,172,172,172,1811,255,-3920,-2962,26874,109,-163,-337,-66,-73,-322,0,880,-419,-408,18,1605,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138551151,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138571,0,172,992,885,990,172,172,172,1811,255,-3920,-2962,26874,109,-163,-337,-66,-73,-322,0,880,-419,-408,18,1605,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138571148,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138571,0,172,992,885,990,172,172,172,1811,255,-6351,-1790,15675,-60,174,-169,-71,-85,-310,0,896,-419,-408,18,1605,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138571148,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138571,1,172,992,885,990,172,172,172,1811,255,-6351,-1790,15675,-60,174,-169,-71,-85,-310,0,896,-439,-353,12,1628,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138571148,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138591,0,172,992,897,992,172,172,172,1811,255,-6351,-1790,15675,-60,174,-169,-71,-85,-310,0,896,-439,-353,12,1628,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138591144,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138591,0,172,992,897,992,172,172,172,1811,255,-3778,1884,15631,-204,-204,-182,-56,-71,-334,0,848,-439,-353,12,1628,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138591144,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138591,1,172,992,897,992,172,172,172,1811,255,-3778,1884,15631,-204,-204,-182,-56,-71,-334,0,848,-429,-328,13,1653,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138591144,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138611,0,172,992,899,995,172,172,172,1811,255,-3778,1884,15631,-204,-204,-182,-56,-71,-334,0,848,-429,-328,13,1653,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138611143,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138611,0,172,992,899,995,172,172,172,1811,255,-8873,4340,16532,-517,353,179,-70,-75,-338,0,912,-429,-328,13,1653,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138611143,3,369931863,-1220604673,0,65535,65535,67,21286,255,0,0,0,0,0,0,138611,1,172,992,899,995,172,172,172,1811,255,-8873,4340,16532,-517,353,179,-70,-75,-338,0,912,-388,-313,7,1670,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,138621006,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138611,1,172,992,899,995,172,172,172,1811,255,-8873,4340,16532,-517,353,179,-70,-75,-338,0,912,-388,-313,7,1670,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138621006,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138631,0,172,992,897,995,172,172,172,1811,255,-8873,4340,16532,-517,353,179,-70,-75,-338,0,912,-388,-313,7,1670,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138631142,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138631,0,172,992,897,995,172,172,172,1811,255,-6642,-3215,17942,-246,354,-399,-65,-72,-340,0,1008,-388,-313,7,1670,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138631142,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138631,1,172,992,897,995,172,172,172,1811,255,-6642,-3215,17942,-246,354,-399,-65,-72,-340,0,1008,-299,-244,8,1687,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138631142,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138651,0,172,992,896,995,172,172,172,1811,255,-6642,-3215,17942,-246,354,-399,-65,-72,-340,0,1008,-299,-244,8,1687,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138651146,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138651,0,172,992,896,995,172,172,172,1811,255,-8672,-4218,19494,19,76,179,-62,-60,-353,0,784,-299,-244,8,1687,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138651146,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138651,1,172,992,896,995,172,172,172,1811,255,-8672,-4218,19494,19,76,179,-62,-60,-353,0,784,-204,-198,6,1698,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138651146,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138671,0,172,992,896,994,172,172,172,1811,255,-8672,-4218,19494,19,76,179,-62,-60,-353,0,784,-204,-198,6,1698,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138671142,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138671,0,172,992,896,994,172,172,172,1811,255,-1347,2272,15975,26,-128,-74,-58,-78,-349,0,896,-204,-198,6,1698,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138671142,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138671,1,172,992,896,994,172,172,172,1811,255,-1347,2272,15975,26,-128,-74,-58,-78,-349,0,896,-151,-161,4,1706,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138671142,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138691,0,172,992,896,994,172,172,172,1811,255,-1347,2272,15975,26,-128,-74,-58,-78,-349,0,896,-151,-161,4,1706,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138691144,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138691,0,172,992,896,994,172,172,172,1811,255,-1453,-2060,17020,33,23,130,-48,-78,-369,0,880,-151,-161,4,1706,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138691144,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138691,1,172,992,896,994,172,172,172,1811,255,-1453,-2060,17020,33,23,130,-48,-78,-369,0,880,-116,-129,6,1717,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138691144,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138711,0,172,992,896,994,172,172,172,1811,255,-1453,-2060,17020,33,23,130,-48,-78,-369,0,880,-116,-129,6,1717,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138711141,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138711,0,172,992,896,994,172,172,172,1811,255,-4633,956,13137,-75,222,-194,-58,-76,-374,0,880,-116,-129,6,1717,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138711141,3,369931856,-1220604676,0,65535,65535,74,21297,255,0,0,0,0,0,0,138711,1,172,992,896,994,172,172,172,1811,255,-4633,956,13137,-75,222,-194,-58,-76,-374,0,880,-92,-96,10,1731,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,138722005,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138711,1,172,992,896,994,172,172,172,1811,255,-4633,956,13137,-75,222,-194,-58,-76,-374,0,880,-92,-96,10,1731,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138722005,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138731,0,172,992,896,992,172,172,172,1811,255,-4633,956,13137,-75,222,-194,-58,-76,-374,0,880,-92,-96,10,1731,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138731143,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138731,0,172,992,896,992,172,172,172,1811,255,1386,3245,16813,-57,-127,-241,-60,-70,-367,0,944,-92,-96,10,1731,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138731143,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138731,1,172,992,896,992,172,172,172,1811,255,1386,3245,16813,-57,-127,-241,-60,-70,-367,0,944,-61,-59,9,1740,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138731143,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138751,0,172,992,893,990,172,172,172,1811,255,1386,3245,16813,-57,-127,-241,-60,-70,-367,0,944,-61,-59,9,1740,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138751142,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138751,0,172,992,893,990,172,172,172,1811,255,4376,-1938,17507,-234,-105,820,-61,-66,-379,0,896,-61,-59,9,1740,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138751142,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138751,1,172,992,893,990,172,172,172,1811,255,4376,-1938,17507,-234,-105,820,-61,-66,-379,0,896,-29,-50,2,1742,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138751142,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138771,0,172,992,893,976,172,172,172,1811,255,4376,-1938,17507,-234,-105,820,-61,-66,-379,0,896,-29,-50,2,1742,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138771151,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138771,0,172,992,893,976,172,172,172,1811,255,-2661,3231,18012,8,203,-744,-62,-70,-365,0,880,-29,-50,2,1742,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138771151,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138771,1,172,992,893,976,172,172,172,1811,255,-2661,3231,18012,8,203,-744,-62,-70,-365,0,880,-4,-17,-3,1738,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138771151,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138791,0,172,992,892,976,172,172,172,1811,255,-2661,3231,18012,8,203,-744,-62,-70,-365,0,880,-4,-17,-3,1738,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138791143,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138791,0,172,992,892,976,172,172,172,1811,255,-4015,192,16549,-223,17,192,-62,-77,-365,0,832,-4,-17,-3,1738,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138791143,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138791,1,172,992,892,976,172,172,172,1811,255,-4015,192,16549,-223,17,192,-62,-77,-365,0,832,3,9,0,1741,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138791143,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138811,0,172,992,893,972,172,172,172,1811,255,-4015,192,16549,-223,17,192,-62,-77,-365,0,832,3,9,0,1741,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138811145,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138811,0,172,992,893,972,172,172,172,1811,255,-1628,-203,16574,53,59,-154,-60,-77,-370,0,880,3,9,0,1741,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138811145,3,369931855,-1220604678,0,65535,65535,54,21288,255,0,0,0,0,0,0,138811,1,172,992,893,972,172,172,172,1811,255,-1628,-203,16574,53,59,-154,-60,-77,-370,0,880,12,15,0,1739,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,138823009,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138811,1,172,992,893,972,172,172,172,1811,255,-1628,-203,16574,53,59,-154,-60,-77,-370,0,880,12,15,0,1739,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138823009,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138831,0,172,992,896,957,172,172,172,1811,255,-1628,-203,16574,53,59,-154,-60,-77,-370,0,880,12,15,0,1739,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138831144,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138831,0,172,992,896,957,172,172,172,1811,255,930,-2716,16369,-33,-96,71,-70,-62,-360,0,832,12,15,0,1739,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138831144,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138831,1,172,992,896,957,172,172,172,1811,255,930,-2716,16369,-33,-96,71,-70,-62,-360,0,832,8,9,-2,1739,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138831144,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138851,0,172,992,910,956,172,172,172,1811,255,930,-2716,16369,-33,-96,71,-70,-62,-360,0,832,8,9,-2,1739,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138851142,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138851,0,172,992,910,956,172,172,172,1811,255,1483,-60,16820,-96,115,-202,-58,-66,-366,0,912,8,9,-2,1739,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138851142,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138851,1,172,992,910,956,172,172,172,1811,255,1483,-60,16820,-96,115,-202,-58,-66,-366,0,912,3,-3,2,1739,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138851142,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138871,0,172,992,925,955,172,172,172,1811,255,1483,-60,16820,-96,115,-202,-58,-66,-366,0,912,3,-3,2,1739,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138871144,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138871,0,172,992,925,955,172,172,172,1811,255,299,-862,16773,-84,115,170,-56,-78,-356,0,848,3,-3,2,1739,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138871144,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138871,1,172,992,925,955,172,172,172,1811,255,299,-862,16773,-84,115,170,-56,-78,-356,0,848,-7,-6,-1,1737,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138871144,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138891,0,172,992,928,953,172,172,172,1811,255,299,-862,16773,-84,115,170,-56,-78,-356,0,848,-7,-6,-1,1737,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138891143,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138891,0,172,992,928,953,172,172,172,1811,255,-849,533,16598,6,37,-188,-65,-62,-370,0,912,-7,-6,-1,1737,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138891143,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138891,1,172,992,928,953,172,172,172,1811,255,-849,533,16598,6,37,-188,-65,-62,-370,0,912,-3,-6,-5,1733,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138891143,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138911,0,172,992,930,953,172,172,172,1811,255,-849,533,16598,6,37,-188,-65,-62,-370,0,912,-3,-6,-5,1733,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138911146,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138911,0,172,992,930,953,172,172,172,1811,255,-1288,673,16788,-88,116,57,-62,-62,-363,0,880,-3,-6,-5,1733,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138911146,3,369931851,-1220604681,0,65535,65535,47,21627,255,0,0,0,0,0,0,138911,1,172,992,930,953,172,172,172,1811,255,-1288,673,16788,-88,116,57,-62,-62,-363,0,880,0,4,1,1735,-1,-1,-1,-1,10,0,192,0,3,3
GPS_RAW_INT,138924007,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138911,1,172,992,930,953,172,172,172,1811,255,-1288,673,16788,-88,116,57,-62,-62,-363,0,880,0,4,1,1735,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138924007,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138931,0,172,992,931,952,172,172,172,1811,255,-1288,673,16788,-88,116,57,-62,-62,-363,0,880,0,4,1,1735,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138931143,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138931,0,172,992,931,952,172,172,172,1811,255,145,390,16666,9,12,-43,-63,-66,-361,0,912,0,4,1,1735,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138931143,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138931,1,172,992,931,952,172,172,172,1811,255,145,390,16666,9,12,-43,-63,-66,-361,0,912,-1,7,-4,1728,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138931143,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138951,0,172,992,931,952,172,172,172,1811,255,145,390,16666,9,12,-43,-63,-66,-361,0,912,-1,7,-4,1728,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138951184,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138951,0,172,992,931,952,172,172,172,1811,255,-16,274,16746,-36,72,0,-58,-73,-371,0,880,-1,7,-4,1728,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138951184,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138951,1,172,992,931,952,172,172,172,1811,255,-16,274,16746,-36,72,0,-58,-73,-371,0,880,3,-1,1,1719,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138951184,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138971,0,172,992,933,952,172,172,172,1811,255,-16,274,16746,-36,72,0,-58,-73,-371,0,880,3,-1,1,1719,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138971145,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138971,0,172,992,933,952,172,172,172,1811,255,489,607,16684,-13,74,-33,-60,-65,-360,0,880,3,-1,1,1719,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138971145,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138971,1,172,992,933,952,172,172,172,1811,255,489,607,16684,-13,74,-33,-60,-65,-360,0,880,-43,1,-6,1714,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138971145,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138991,0,172,992,933,952,172,172,172,1811,255,489,607,16684,-13,74,-33,-60,-65,-360,0,880,-43,1,-6,1714,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,138991142,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138991,0,172,992,933,952,172,172,172,1811,255,5960,-9829,13590,162,-217,974,-60,-62,-367,0,880,-43,1,-6,1714,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,138991142,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138991,1,172,992,933,952,172,172,172,1811,255,5960,-9829,13590,162,-217,974,-60,-62,-367,0,880,-16,-20,-12,1689,-1,-1,-1,-1,10,0,192,0,3,3
HEARTBEAT,138991142,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,138991,1,172,992,933,952,172,172,172,1811,255,5960,-9829,13590,162,-217,974,-60,-62,-367,0,880,-16,-20,-12,1689,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_RAW,138991142,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,139011,0,172,992,933,951,172,172,172,1811,255,5960,-9829,13590,162,-217,974,-60,-62,-367,0,880,-16,-20,-12,1689,-1,-1,-1,-1,10,0,192,0,3,3
RAW_IMU,139011143,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,139011,0,172,992,933,951,172,172,172,1811,255,-12712,-7772,20786,260,128,-1113,-65,-67,-372,0,912,-16,-20,-12,1689,-1,-1,-1,-1,10,0,192,0,3,3
RC_CHANNELS_SCALED,139011143,3,369931851,-1220604680,0,65535,65535,12,0,255,0,0,0,0,0,0,139011,1,172,992,933,951,172,172,172,1811,255,-12712,-7772,20786,260,128,-1113,-65,-67,-372,0,912,-65,-16,-7,1681,-1,-1,-1,-1,10,0,192,0,3,3
