mavpackettype,time_usec,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,id,temperature
RAW_IMU,19530209,-8,-502,16646,-58,48,23,122,133,328,0,3344
RAW_IMU,19551209,-73,-459,16643,-72,45,26,122,133,333,0,3312
RAW_IMU,19572210,-33,-579,16660,-46,60,24,125,130,333,0,3360
RAW_IMU,19593210,35,-523,16641,-56,45,7,113,131,332,0,3200
RAW_IMU,19614209,24,-545,16604,-52,57,7,127,125,323,0,3360
RAW_IMU,19635209,-49,-494,16686,-65,42,-14,127,128,326,0,3376
RAW_IMU,19656209,-40,-523,16638,-51,44,0,118,129,329,0,3376
RAW_IMU,19677209,-15,-553,16649,-50,40,10,131,129,322,0,3312
RAW_IMU,19698209,-58,-445,16663,-51,45,17,114,133,326,0,3248
RAW_IMU,19719209,10,-471,16617,-57,54,13,118,129,327,0,3312
RAW_IMU,19740209,44,-445,16611,-67,57,25,118,117,322,0,3312
RAW_IMU,19761209,28,-498,16628,-67,47,23,129,134,332,0,3360
RAW_IMU,19782209,-81,-554,16614,-55,50,9,116,139,327,0,3360
RAW_IMU,19803208,-62,-497,16628,-67,41,34,127,130,326,0,3312
RAW_IMU,19824209,-82,-459,16563,-64,35,37,125,135,331,0,3376
RAW_IMU,19845209,15,-518,16683,-70,51,31,116,134,334,0,3344
RAW_IMU,19866210,-20,-487,16644,-49,55,25,126,129,339,0,3424
RAW_IMU,19887210,-40,-534,16597,-50,47,12,110,129,332,0,3264
RAW_IMU,19908210,-69,-553,16555,-63,39,15,131,129,325,0,3360
RAW_IMU,19929210,-29,-519,16637,-56,67,12,123,127,342,0,3264
RAW_IMU,19950210,-45,-499,16654,-61,53,21,121,134,325,0,3344
RAW_IMU,19971210,41,-517,16590,-61,48,26,117,125,328,0,3344
RAW_IMU,19992210,-1,-486,16633,-51,39,24,117,128,331,0,3232
RAW_IMU,20013208,-99,-595,16658,-57,45,8,127,128,331,0,3296
RAW_IMU,20034210,-29,-491,16682,-60,45,13,131,127,332,0,3312
RAW_IMU,20055210,-25,-480,16672,-53,49,9,118,127,325,0,3312
RAW_IMU,20076211,-39,-523,16643,-54,51,21,121,124,327,0,3312
RAW_IMU,20097211,-12,-466,16599,-63,36,22,122,130,338,0,3312
RAW_IMU,20118209,-36,-477,16624,-61,49,13,125,123,321,0,3408
RAW_IMU,20139209,-55,-550,16671,-58,47,17,129,127,327,0,3344
RAW_IMU,20160210,-51,-474,16641,-51,40,7,125,125,326,0,3344
RAW_IMU,20181210,3,-417,16626,-42,54,18,131,127,322,0,3360
RAW_IMU,20202212,1,-556,16667,-66,43,13,122,123,331,0,3296
